Customer_ID,Customer_Name,Email,Location,Registration_Date,Product_ID,Order_ID,Order_Amount,Order_Quantity,Payment_Method,Registration_Year,Registration_Month,Region
b8adb6e5-07fd-4309-8ce7-376afb4cdd28,John Murphy,erin87@gmail.com,Tajikistan,2024-05-09 00:00:00,PID-9326,OID-89600,379.62,3,PayPal,2024,5,Other
e76585f1-09db-4452-82e0-dae65afebb96,Steven Lester,bruce78@yahoo.com,Isle of Man,2024-04-17 00:00:00,PID-3513,OID-94244,226.39,9,Bank Transfer,2024,4,Other
f1f6ff65-fd2a-47a8-a041-d2aacaa45bd5,Todd Torres,hollowaycarrie@yahoo.com,Bhutan,2024-07-29 00:00:00,PID-2074,OID-43031,269.36,9,Crypto,2024,7,Other
5502e182-da12-483a-a301-6c3a5fd93f6b,William Johnson,jeanrowland@robinson-larson.com,Turkey,2023-06-05 00:00:00,PID-2341,OID-73114,110.01,7,Crypto,2023,6,Other
030f3868-7d21-4271-9a41-3ee36b134758,Deborah Wilson,diane76@gmail.com,Portugal,2024-02-27 00:00:00,PID-4169,OID-62961,304.14,8,Bank Transfer,2024,2,Other
d8c45e60-54b4-4535-a9c7-b5a4c94b2cf7,Alexandra Smith,joshua64@bowen.com,Andorra,2024-02-12 00:00:00,PID-3615,OID-20145,311.84,1,PayPal,2024,2,Other
05677708-b35f-45fd-ac87-fd1dbc58f97c,Cameron Williams,pjones@hotmail.com,Libyan Arab Jamahiriya,2023-05-15 00:00:00,PID-4384,OID-42588,142.16,1,Credit Card,2023,5,Other
e970dd40-1246-4d39-8116-a8bf2d27c2c4,Evelyn Price,andrew25@gmail.com,Rwanda,2024-01-20 00:00:00,PID-7782,OID-25708,93.79,5,PayPal,2024,1,Other
d0bc7823-7541-413d-ad78-46a94b63ff9b,Terry Simmons,fdickson@yahoo.com,Singapore,2023-10-23 00:00:00,PID-7382,OID-98216,52.52,4,Crypto,2023,10,Other
9ac0398b-8bfa-4c59-9b7e-32fad4e319c5,Wayne Romero,kevindavis@martinez-brown.com,Guinea-Bissau,2024-07-02 00:00:00,PID-3040,OID-74090,112.8,10,PayPal,2024,7,Other
f43799e4-2efb-4731-9366-e38f05b83855,Karen Ford,troth@yahoo.com,Liechtenstein,2024-07-25 00:00:00,PID-7641,OID-17990,303.35,9,Crypto,2024,7,Other
f9d1a425-c031-4edc-9839-c6cb6ab7405f,Monica Romero,samanthamiller@wilson-baker.biz,Faroe Islands,2025-02-02 00:00:00,PID-7076,OID-34960,210.83,6,PayPal,2025,2,Other
9711c820-a7a1-423e-b1b9-a54bf9143dbb,Charles Smith,probertson@smith.com,Philippines,2024-07-25 00:00:00,PID-8141,OID-69576,301.12,9,Crypto,2024,7,Other
e530af8d-a497-4a15-a814-3cd874d8c6d6,Susan Young,hodgesmark@miller-jones.com,Japan,2022-06-14 00:00:00,PID-3551,OID-27778,76.69,1,Credit Card,2022,6,Asia
26fd03d4-e69d-483f-a935-d184ef95f0fa,Steven Richardson,istewart@kim.com,Papua New Guinea,2025-04-29 00:00:00,PID-7071,OID-93489,364.87,7,Credit Card,2025,4,Other
d8af278d-150d-4136-9ef7-d5fab179547c,Sharon Newman,vglover@yahoo.com,Nicaragua,2024-07-02 00:00:00,PID-7776,OID-36394,354.72,2,Bank Transfer,2024,7,Other
0c03835c-7b77-47ca-a954-15bfc1b87a95,Jeffery Estes,herrerajared@yahoo.com,Norway,2025-02-19 00:00:00,PID-3729,OID-65528,280.2,3,Crypto,2025,2,Other
ec2babea-e996-4200-a497-6612ecdf662c,Emily Smith,oharrington@hotmail.com,Iran,2024-11-16 00:00:00,PID-8860,OID-72207,57.52,7,Bank Transfer,2024,11,Other
6889af86-5de1-45b6-bcd8-44811d02656d,Ruben Horn,robertsmark@arias-smith.com,Palau,2024-05-23 00:00:00,PID-8039,OID-62898,314.18,3,Bank Transfer,2024,5,Other
4228fda4-bfec-4a7d-8111-3f6a8b48d20d,Wesley Clements,pcollins@webb-ward.org,Gambia,2023-07-21 00:00:00,PID-3146,OID-18649,35.44,4,Crypto,2023,7,Other
df2d1d1e-c8df-42dd-81a3-35e2b80123b0,Clinton Ward,vincenthebert@hotmail.com,San Marino,2023-03-28 00:00:00,PID-9666,OID-89939,260.73,6,PayPal,2023,3,Other
45b844eb-e830-485e-80eb-3c7d0e61c903,Veronica Randall,timothyhernandez@hotmail.com,Bangladesh,2022-11-13 00:00:00,PID-7012,OID-17481,384.03,6,Bank Transfer,2022,11,Other
0295893f-8081-4ec0-b279-5c9c8a6ec4be,Carolyn Hernandez,sloandarrell@yahoo.com,Cuba,2022-10-15 00:00:00,PID-2531,OID-59657,79.64,5,Bank Transfer,2022,10,Other
27e835dc-9346-438a-9217-e771bde0a146,Amanda Williams,lucas86@gmail.com,Greece,2025-04-11 00:00:00,PID-7453,OID-40404,189,5,Credit Card,2025,4,Other
109691a2-58db-4dad-a417-3ffabffa15c6,Patricia Cooper,moralesveronica@hotmail.com,Timor-Leste,2023-07-16 00:00:00,PID-9629,OID-96823,374.81,3,Credit Card,2023,7,Other
34df4a74-b676-43fe-8b3f-0ef0a5bbbe42,Darryl Wilson,andrew54@hotmail.com,Romania,2024-10-06 00:00:00,PID-6947,OID-44777,123.51,2,Crypto,2024,10,Other
5ba99233-d1ec-4c2d-87b3-f91397bb2b2a,Sheri Christian,calhounchelsea@gmail.com,Saint Lucia,2022-06-30 00:00:00,PID-7448,OID-63941,20.53,1,Crypto,2022,6,Other
c0367a52-15f8-4d52-8c27-6fa47fd4e1b7,Ashley Boyer,david67@garcia-hawkins.biz,Samoa,2023-08-29 00:00:00,PID-8359,OID-59276,169.78,5,PayPal,2023,8,Other
dde0623a-8443-4b6a-b915-2d79cdeb1d0b,Natalie Hunter,jonathan77@hotmail.com,Mongolia,2024-08-08 00:00:00,PID-3386,OID-43004,339.23,8,Credit Card,2024,8,Other
b83c8c96-1483-4604-bee1-4427f7f9a141,Joseph Weber,timothyshaffer@gonzalez-lewis.com,Equatorial Guinea,2025-03-02 00:00:00,PID-6825,OID-79992,344.02,4,Crypto,2025,3,Other
82f3e66b-5a9b-4968-88aa-3eb6b3300f16,Erica Mendoza,colleen58@yahoo.com,British Virgin Islands,2024-12-31 00:00:00,PID-9675,OID-43623,309.26,7,Credit Card,2024,12,Other
ee662808-e12b-4f1e-8095-33b1ed180d92,Brooke Davis,rushchris@yahoo.com,Finland,2023-11-15 00:00:00,PID-8338,OID-51109,288.01,10,Credit Card,2023,11,Other
eb2d8337-3858-4eaf-8914-b0f3e9a48c70,Dawn Anderson,stephen16@stephens.com,Mali,2023-12-05 00:00:00,PID-7890,OID-18858,341.82,7,PayPal,2023,12,Other
4537da1c-4488-42bd-8639-760f21782921,Sean Howard,sandersglen@yahoo.com,Guernsey,2024-12-10 00:00:00,PID-1595,OID-62131,13.83,7,Crypto,2024,12,Other
427d2966-3cd6-4e96-b7e5-b0cc5d29856e,William Allen,parkerkatherine@yahoo.com,Mali,2024-01-26 00:00:00,PID-6602,OID-79265,380.84,8,Bank Transfer,2024,1,Other
0034a869-8af2-4e73-ac20-26aa140791b1,Tina Colon,shawngomez@henderson.com,Wallis and Futuna,2025-02-15 00:00:00,PID-8661,OID-30661,56.36,2,Crypto,2025,2,Other
38b75ee8-27e2-4b71-b5d3-4ac00d289f6a,Gary Dennis,tamara26@yahoo.com,Syrian Arab Republic,2024-06-19 00:00:00,PID-4349,OID-22830,346.01,1,Credit Card,2024,6,Other
45c3fc02-9596-4656-95cb-a856d535f6fe,Joanne Evans,lisa49@reese.com,Canada,2023-06-07 00:00:00,PID-3118,OID-98760,116,7,PayPal,2023,6,North America
a3735862-9825-445b-b0ec-f327849b6438,Sydney Young,wolfjoseph@hotmail.com,Kuwait,2023-05-06 00:00:00,PID-3574,OID-65043,285.81,3,Crypto,2023,5,Other
95d51b3f-ef79-4c37-aefb-a46b5ceb1106,Laura Williams,jason97@hotmail.com,Jordan,2025-06-04 00:00:00,PID-8276,OID-43998,220.21,7,PayPal,2025,6,Other
b2a10929-3d11-4fb8-b56c-58af71c4df88,Eric Jackson,sethschaefer@hotmail.com,Cocos (Keeling) Islands,2023-02-19 00:00:00,PID-5090,OID-65596,45.56,7,PayPal,2023,2,Other
adb3cca5-5743-4350-b3dc-814a6be24428,Curtis Williams,antonio24@hotmail.com,South Africa,2025-02-26 00:00:00,PID-7756,OID-81413,236.42,7,Crypto,2025,2,Other
941177ab-00f5-4267-9957-415dc74615aa,Brian Le,evanskelly@hotmail.com,Nigeria,2024-08-26 00:00:00,PID-4457,OID-29247,40.49,2,Crypto,2024,8,Other
3b936ee0-3371-4e2b-bec3-c21b941de8db,Shannon Peters,xnelson@cox-davis.com,Marshall Islands,2023-12-07 00:00:00,PID-1787,OID-92574,230.7,5,Credit Card,2023,12,Other
6659a1bf-8901-4929-8aa7-874236c88bc2,Billy Kramer,rosariosarah@zamora.net,Djibouti,2023-04-05 00:00:00,PID-8097,OID-72955,28.63,6,Crypto,2023,4,Other
fd6791be-06a4-47bc-8ac7-c56fddc31e20,Justin Williams,john95@gmail.com,Brazil,2025-04-09 00:00:00,PID-8512,OID-40428,368.3,7,Crypto,2025,4,Other
d0d7bd2c-6c00-4dbe-8e05-362f23caaafe,Erika Gomez,kellyspencer@gmail.com,Tuvalu,2024-09-05 00:00:00,PID-7078,OID-90592,283.92,3,Bank Transfer,2024,9,Other
b7de487e-7695-4061-8e80-0d1f88194152,Timothy Monroe,melissatucker@weiss-reed.com,Lebanon,2022-11-22 00:00:00,PID-3898,OID-34926,394.59,6,Credit Card,2022,11,Other
1bfc038a-a16c-4a35-aba1-fe33505a71ef,John Vaughan,blaketrujillo@flores.com,Comoros,2024-04-21 00:00:00,PID-5579,OID-70797,265.48,1,Crypto,2024,4,Other
3afe0def-6424-4b5e-b5e7-159b111c0071,Justin Hill,brandiwallace@yahoo.com,Luxembourg,2024-07-09 00:00:00,PID-7675,OID-46063,425.96,2,Credit Card,2024,7,Other
e55ec66e-c04d-4723-b167-8318231b1c5b,Nicole Reid,shanefigueroa@curtis.biz,Guinea,2023-01-30 00:00:00,PID-2323,OID-30915,206.14,4,Crypto,2023,1,Other
6798277c-a086-4797-976f-ae18bf281d3b,Nicole Aguirre,william10@brown-arroyo.com,Saint Lucia,2023-06-04 00:00:00,PID-7482,OID-24749,82.42,6,Crypto,2023,6,Other
aee608e6-56e0-4c34-942d-2c505568ff1e,Tricia Nelson,danielleday@saunders-hicks.com,Rwanda,2025-05-17 00:00:00,PID-6330,OID-82799,327.82,6,Bank Transfer,2025,5,Other
9a3e7630-d849-4d27-8913-fae0a791cce1,Tiffany Taylor,alicia44@mendez.com,Guatemala,2024-03-12 00:00:00,PID-9864,OID-90497,281.88,4,Credit Card,2024,3,Other
d8d39456-967b-457e-a586-dbd981b5ddb1,Donald Martinez,markalexander@hotmail.com,United States of America,2022-11-28 00:00:00,PID-4788,OID-16301,18.79,3,Crypto,2022,11,Other
aa1424e1-8af7-4ac3-b782-2faf06ab4619,Kelly Harris,tonya00@lee-mason.biz,Tanzania,2025-02-10 00:00:00,PID-1007,OID-34588,261.55,3,PayPal,2025,2,Other
4027fccc-7143-45db-a2ec-750ed00d5cce,Ashley Yoder,maydonald@hotmail.com,Cuba,2023-08-20 00:00:00,PID-9971,OID-66617,481.12,7,Credit Card,2023,8,Other
d9495ec2-d1d5-4437-8cd6-13f33339c590,Summer Bowers,danielrodriguez@carter.com,Estonia,2025-02-02 00:00:00,PID-1407,OID-99360,143.47,3,Bank Transfer,2025,2,Other
ff084373-fd5c-4eb1-bc18-902304aa8088,Andrew Miller,tomgillespie@hotmail.com,Dominica,2023-08-20 00:00:00,PID-6000,OID-73143,271.37,3,Crypto,2023,8,Other
42944bca-81e8-4976-841e-0985351306da,John Young,nhernandez@yahoo.com,Antarctica (the territory South of 60 deg S),2023-10-14 00:00:00,PID-9692,OID-70580,293.4,8,Bank Transfer,2023,10,Other
af0edfba-f8d8-4b02-b240-75bff42d5ee9,Christine Smith,jessica95@greene.net,Greenland,2025-02-27 00:00:00,PID-9240,OID-31681,498.92,4,Credit Card,2025,2,Other
ef6dabd4-233d-4070-b135-f8f517b0a537,Brian Haas,sbarajas@gmail.com,Barbados,2023-05-04 00:00:00,PID-1787,OID-27202,364.5,4,Crypto,2023,5,Other
c85d7208-e5fb-4a1a-a253-869d65ed5888,Lauren Williams,wrightjennifer@morrison.com,Martinique,2024-07-14 00:00:00,PID-1581,OID-46226,366.79,4,Bank Transfer,2024,7,Other
a99cfca8-9215-49ad-b7a2-a1ba9b248024,William Campos,pittsmaria@yahoo.com,Saint Barthelemy,2025-05-23 00:00:00,PID-5356,OID-88023,384.01,10,Crypto,2025,5,Other
d5e463fa-e410-4d77-9523-c236964386f5,Kathy Park,zgaines@yahoo.com,Ghana,2023-05-18 00:00:00,PID-8158,OID-37801,326.77,6,Crypto,2023,5,Other
a7d08b97-33bc-4351-82a5-317d45db0feb,Timothy Sanchez,laceyroy@yahoo.com,Cape Verde,2024-11-19 00:00:00,PID-5630,OID-32008,236.16,6,Bank Transfer,2024,11,Other
4a1d6332-ca65-402d-b28c-a9583ec11c00,David Ryan,xrios@simmons.net,Peru,2022-09-26 00:00:00,PID-4271,OID-21653,191.97,1,Crypto,2022,9,Other
8026a680-88bd-4b4a-b0c8-050c283b988c,Jeffrey Decker,amanda52@gmail.com,Vietnam,2022-07-17 00:00:00,PID-8587,OID-79584,399.86,7,Crypto,2022,7,Other
623cf0f0-988a-4d66-9473-083b00cac9c6,Emily Martin,joseph42@gmail.com,Italy,2023-03-31 00:00:00,PID-4125,OID-13895,453.84,10,Bank Transfer,2023,3,Europe
60998385-3a08-495f-b32a-dfd2a1e15514,Janet Carter,kimberly91@weeks.net,Thailand,2022-07-03 00:00:00,PID-4747,OID-50779,62.87,7,PayPal,2022,7,Other
2b5ca042-4f5e-4be2-8597-c60463fbb97f,Elizabeth Robinson,sgutierrez@hotmail.com,Ukraine,2024-04-04 00:00:00,PID-7635,OID-73652,444.93,7,Crypto,2024,4,Other
0441f1b4-fa38-42d5-b62f-02fc1de497b0,Shawn Reynolds,ehamilton@hotmail.com,Venezuela,2025-03-26 00:00:00,PID-4577,OID-96895,455.1,7,PayPal,2025,3,Other
e69a15dc-59d1-4921-b4a9-08a58a4d7b58,Ethan White,kimberly22@gomez-becker.com,Turks and Caicos Islands,2022-10-28 00:00:00,PID-3146,OID-60264,206.23,6,Bank Transfer,2022,10,Other
755180e7-550c-4540-9092-1d1b5003dd45,Joanna Caldwell,agarcia@thomas-george.com,Croatia,2024-10-11 00:00:00,PID-3423,OID-12214,145.95,2,Bank Transfer,2024,10,Other
160cc6ca-8128-4a12-8627-ad2d4bdf05e1,Christopher Kim,brooke89@hotmail.com,Libyan Arab Jamahiriya,2023-05-22 00:00:00,PID-8421,OID-26694,187.48,9,Credit Card,2023,5,Other
a32a3850-7932-4ded-909b-36e53c298624,Elizabeth Thomas,joshuasnyder@king-bowen.com,Venezuela,2023-04-16 00:00:00,PID-6248,OID-24689,113.86,8,Crypto,2023,4,Other
27a11f9d-91e9-4c2f-9220-a856843af21a,Ryan Morgan,tylergray@gmail.com,Montserrat,2024-07-27 00:00:00,PID-5728,OID-48897,129.5,8,Crypto,2024,7,Other
dff97e54-0fb3-4732-be04-2aad98fe88c3,William Shaw,brenda56@moreno-ramsey.com,Philippines,2022-10-31 00:00:00,PID-2066,OID-67320,111.48,9,Credit Card,2022,10,Other
7b67e7c6-6cb7-458e-a406-ba306b9ef812,Brian Gutierrez,ybenson@wagner-durham.com,Oman,2023-12-27 00:00:00,PID-8868,OID-49208,94.44,8,Crypto,2023,12,Other
729d9f9e-b1f9-4e9b-b4d0-53983c281c96,Gina Berger,ysmith@benson-bass.com,Yemen,2024-06-10 00:00:00,PID-9842,OID-31363,448.6,1,Crypto,2024,6,Other
8d6863fb-2cbe-4bb2-a370-64f6480b998f,Mr. Christopher Hernandez II,lisalee@franklin.net,Guatemala,2023-03-04 00:00:00,PID-4827,OID-13498,49.43,1,PayPal,2023,3,Other
75f1f071-3f52-4a39-8959-2c208251949f,Misty Wise,knewton@gmail.com,South Africa,2022-11-04 00:00:00,PID-7631,OID-87039,161.16,8,Bank Transfer,2022,11,Other
74c21aed-445c-423e-aa87-54dfb80e1fa8,Kristi Knight,anitahoward@rogers-jones.com,United Kingdom,2022-11-22 00:00:00,PID-6600,OID-16075,186.02,6,Credit Card,2022,11,Other
d9c9585e-829e-4a7b-a2ab-55111fd87cfe,Ms. Teresa Jimenez,seannash@yahoo.com,Ghana,2022-12-07 00:00:00,PID-9641,OID-40382,425.6,9,Bank Transfer,2022,12,Other
6deda309-4803-4687-a8e0-fcd22ba79527,Sarah Stout,durhamscott@yahoo.com,Korea,2023-09-20 00:00:00,PID-7992,OID-59897,149.49,8,Bank Transfer,2023,9,Other
827524a6-8112-4bd2-975d-7ef75c0c105b,Fernando Thomas,evelynpetersen@hotmail.com,Seychelles,2022-08-26 00:00:00,PID-8910,OID-49645,135.99,7,Credit Card,2022,8,Other
c03e3d42-6308-485c-b99e-7d67682aeff6,Sarah Chen,michael05@scott.com,Georgia,2025-03-09 00:00:00,PID-3308,OID-94839,163.7,10,Credit Card,2025,3,Other
41b3f7e1-4bbc-4b04-89e1-4002c54e3219,Gregg Simmons,brenda53@gmail.com,Sweden,2024-09-05 00:00:00,PID-4800,OID-41006,258.32,6,Crypto,2024,9,Other
ab6223b4-2872-4222-9858-f68c41c8ecba,Heather Scott,warrensharon@lloyd.com,Montenegro,2023-05-16 00:00:00,PID-9460,OID-75471,328.91,3,Bank Transfer,2023,5,Other
71bb835c-46d0-41b4-bf7a-807a70480836,Cesar Murphy,brenda11@hotmail.com,Austria,2024-12-13 00:00:00,PID-2894,OID-70652,218.68,9,PayPal,2024,12,Other
dc3d15e4-153b-4178-a665-06d8745a2b57,Melinda Patel,jenniferbowen@thomas-smith.org,Christmas Island,2023-08-06 00:00:00,PID-6992,OID-64297,403.72,4,Crypto,2023,8,Other
65adecaa-ec25-489f-8d4e-e4d941c0d86f,Amber Long,luispeters@yahoo.com,Sudan,2022-09-03 00:00:00,PID-8072,OID-48722,234.92,9,Crypto,2022,9,Other
92bac720-5c74-4d34-b4a8-6285c968f959,Leslie Reed,jonesshane@martin-mccarthy.com,Spain,2022-10-21 00:00:00,PID-2798,OID-66890,229.34,5,PayPal,2022,10,Europe
8796732f-0ed0-4dc3-bd35-4578a201e37c,James Boyle,vaughnbarbara@gmail.com,Bolivia,2024-05-06 00:00:00,PID-3992,OID-71993,337.76,5,Crypto,2024,5,Other
2cb90e58-9e1c-4a40-b3e6-d6d3798e2fcb,Shirley Mccullough,jeffrey87@kennedy.org,Holy See (Vatican City State),2025-06-01 00:00:00,PID-4368,OID-34973,282.75,10,Credit Card,2025,6,Other
88f26c22-cb1f-4bd4-9f9e-085821472669,Kevin Wright,tracie22@yahoo.com,Iceland,2024-03-04 00:00:00,PID-3051,OID-52098,211.78,10,Bank Transfer,2024,3,Other
417fbd2b-c9f0-4855-a878-737a1e17615f,Jason Stewart,taylorsmith@hotmail.com,Saint Barthelemy,2023-10-22 00:00:00,PID-2808,OID-71402,379.61,5,PayPal,2023,10,Other
378ac4da-e0ca-42ee-9e25-a33b9d904fc7,Kelly Miller,bowersveronica@gmail.com,Tunisia,2022-08-15 00:00:00,PID-9507,OID-87954,380.05,1,PayPal,2022,8,Other
a09a1762-37a4-4c73-850d-fde108d9168f,Gregory Brown,sarahbauer@hotmail.com,France,2025-04-14 00:00:00,PID-7880,OID-16343,58.54,6,PayPal,2025,4,Europe
0ca098c9-7c54-4c8f-bf25-715336487793,Aimee Gallagher,jennifermorris@gmail.com,Saudi Arabia,2023-01-19 00:00:00,PID-7925,OID-93111,208.36,10,Credit Card,2023,1,Other
5e7f2ab0-eeaf-4921-854e-890d6f479cc6,Latoya Mitchell,mwood@gmail.com,American Samoa,2023-01-15 00:00:00,PID-6122,OID-39933,285.7,10,PayPal,2023,1,Other
b16507b6-584d-4307-8dc4-fbd97befacd0,Christopher Higgins,anna37@clark.com,Philippines,2023-09-19 00:00:00,PID-6713,OID-95092,183.98,3,Credit Card,2023,9,Other
cad25d2b-9226-44f3-a627-4d75f39d1103,Matthew Cox,lisasmith@yahoo.com,Mayotte,2022-12-24 00:00:00,PID-7864,OID-98440,370.85,10,PayPal,2022,12,Other
a1b431d8-6466-4f69-a335-3be312041337,Patrick Nelson,angela51@gmail.com,Moldova,2023-10-13 00:00:00,PID-1305,OID-51393,32.01,3,Credit Card,2023,10,Other
7de9b375-2f52-47c7-b869-2332377042d3,Mrs. Carol Ferguson,lmyers@nguyen.info,Saint Vincent and the Grenadines,2024-12-22 00:00:00,PID-5300,OID-58754,21.64,9,Crypto,2024,12,Other
d8b7b08e-0e82-4463-9dd6-6909373f4bc5,Richard Dunlap,cheryl66@hotmail.com,Montenegro,2025-05-08 00:00:00,PID-7757,OID-10586,35.37,3,PayPal,2025,5,Other
838ca6bd-e4bc-40cb-b6a6-84220f1454d3,Darrell Lopez,william06@hotmail.com,Taiwan,2023-08-09 00:00:00,PID-9876,OID-61190,38.39,10,PayPal,2023,8,Other
3f56f0d9-e0b3-4264-bc88-c39c9cd46644,Lynn Anderson,samuel07@yahoo.com,Wallis and Futuna,2024-11-09 00:00:00,PID-2431,OID-37448,183.07,5,PayPal,2024,11,Other
cfd44ffb-3fd3-42d0-ab3e-0e4b9cc3c83e,Michael Ford,pbowen@simon-jackson.info,Zambia,2024-05-13 00:00:00,PID-4009,OID-55836,491.62,9,Crypto,2024,5,Other
9816b5bc-7582-48c8-b2f7-509b340c4cbf,Michael Jennings,lynn08@buck.biz,Venezuela,2024-08-13 00:00:00,PID-2852,OID-18911,21.81,3,Bank Transfer,2024,8,Other
82e20c0b-0633-4588-a0a0-cc5cda795a5c,Leonard Mercado,gnguyen@hotmail.com,Cape Verde,2022-12-23 00:00:00,PID-6738,OID-16738,272.5,9,Credit Card,2022,12,Other
e0bd5e6a-4f27-47a7-a985-551d772e4743,Mr. Joshua Flores DVM,gregory80@yahoo.com,Reunion,2025-05-02 00:00:00,PID-8248,OID-58965,164.75,3,Credit Card,2025,5,Other
99bd9178-f643-4f88-9c50-0addb8136188,Kayla Williams MD,jwelch@mitchell.com,Djibouti,2025-02-22 00:00:00,PID-3604,OID-95096,452.87,3,PayPal,2025,2,Other
70477aa0-b183-49fb-9704-87ba82c50c70,Robert Howard,lisabaxter@evans.net,Somalia,2024-04-30 00:00:00,PID-9314,OID-37308,389.3,6,Bank Transfer,2024,4,Other
811dc185-7c70-4030-b1d2-37348964c6ce,Teresa Michael,sabrinablake@gmail.com,Rwanda,2023-07-19 00:00:00,PID-8451,OID-75456,414.15,8,Credit Card,2023,7,Other
08a96db6-afac-462e-8c28-5195cbae628c,Jeffrey Simmons,sergio46@hotmail.com,Uganda,2024-06-03 00:00:00,PID-1831,OID-59856,373.88,7,Bank Transfer,2024,6,Other
cde65175-db7a-4e28-9972-7953528b77c6,Jesus Hoover,tinahuber@blair-powers.com,Jamaica,2024-08-26 00:00:00,PID-5814,OID-55370,127.95,4,Crypto,2024,8,Other
b27ea43f-c6e5-4584-950f-07a5428858f0,James Jones,clinewarren@mooney.biz,Niue,2022-11-28 00:00:00,PID-5104,OID-62379,49.79,8,Bank Transfer,2022,11,Other
b66dce04-c68c-4e42-ba33-65dce5411dd3,Brittney Anderson,lawrencecynthia@gmail.com,Belize,2024-08-24 00:00:00,PID-7184,OID-39043,452.27,5,Crypto,2024,8,Other
169b4338-a4a9-4f3d-9de9-df2e0a0de7d0,Jimmy Griffin,hcollins@yahoo.com,El Salvador,2024-03-30 00:00:00,PID-7580,OID-52423,128.67,5,Bank Transfer,2024,3,Other
1abe343f-ec70-45f8-9000-0defb1d068cc,Robert Garcia,samanthaboyd@hotmail.com,Greece,2024-06-21 00:00:00,PID-7792,OID-77121,360.27,10,Crypto,2024,6,Other
bf0c5997-b9f1-4dce-9b7a-8199f1d4e05d,Victoria Simmons,lisa48@ford.com,Saint Vincent and the Grenadines,2022-10-20 00:00:00,PID-1308,OID-28506,221.97,1,Crypto,2022,10,Other
4fa9a60b-aab2-45ad-a937-f234fa730658,Ryan Kelley,awhitaker@byrd-bell.net,Ireland,2024-06-02 00:00:00,PID-9441,OID-91563,62.44,8,Credit Card,2024,6,Other
3ce7839a-d182-4145-997b-962be6781313,Margaret Neal,vmorales@yahoo.com,Micronesia,2025-03-01 00:00:00,PID-9284,OID-19287,301.22,4,Bank Transfer,2025,3,Other
